team_id,team_name,level_id,level_name,season,parent_org,league_name
3898,Wichita Wind Surge,12,AA,2021,Minnesota Twins,Double-A Central
574,Arkansas Travelers,12,AA,2021,Seattle Mariners,Double-A Central
510,San Antonio Missions,12,AA,2021,San Diego Padres,Double-A Central
448,Hickory Crawdads,13,High-A,2021,Texas Rangers,High-A East
2498,Bowling Green Hot Rods,13,High-A,2021,Tampa Bay Rays,High-A East
580,Winston-Salem Dash,13,High-A,2021,Chicago White Sox,High-A East
453,Brooklyn Cyclones,13,High-A,2021,New York Mets,High-A East
582,West Michigan Whitecaps,13,High-A,2021,Detroit Tigers,High-A Central
584,Fort Wayne TinCaps,13,High-A,2021,San Diego Padres,High-A Central
456,Great Lakes Loons,13,High-A,2021,Los Angeles Dodgers,High-A Central
459,Dayton Dragons,13,High-A,2021,Cincinnati Reds,High-A Central
460,Tri-City Dust Devils,13,High-A,2021,Los Angeles Angels,High-A West
461,Eugene Emeralds,13,High-A,2021,San Francisco Giants,High-A West
403,Everett AquaSox,13,High-A,2021,Seattle Mariners,High-A West
537,Hudson Valley Renegades,13,High-A,2021,New York Yankees,High-A East
477,Greensboro Grasshoppers,13,High-A,2021,Pittsburgh Pirates,High-A East
419,Hillsboro Hops,13,High-A,2021,Arizona Diamondbacks,High-A West
550,South Bend Cubs,13,High-A,2021,Chicago Cubs,High-A Central
486,Spokane Indians,13,High-A,2021,Colorado Rockies,High-A West
488,Aberdeen IronBirds,13,High-A,2021,Baltimore Orioles,High-A East
554,Beloit Snappers,13,High-A,2021,Miami Marlins,High-A Central
426,Wilmington Blue Rocks,13,High-A,2021,Washington Nationals,High-A East
427,Jersey Shore BlueClaws,13,High-A,2021,Philadelphia Phillies,High-A East
492,Cedar Rapids Kernels,13,High-A,2021,Minnesota Twins,High-A Central
428,Greenville Drive,13,High-A,2021,Boston Red Sox,High-A East
432,Rome Braves,13,High-A,2021,Atlanta Braves,High-A East
499,Lansing Lugnuts,13,High-A,2021,Oakland Athletics,High-A Central
435,Vancouver Canadians,13,High-A,2021,Toronto Blue Jays,High-A West
565,Quad Cities River Bandits,13,High-A,2021,Kansas City Royals,High-A Central
437,Lake County Captains,13,High-A,2021,Cleveland Indians,High-A Central
443,Peoria Chiefs,13,High-A,2021,St. Louis Cardinals,High-A Central
572,Wisconsin Timber Rattlers,13,High-A,2021,Milwaukee Brewers,High-A Central
573,Asheville Tourists,13,High-A,2021,Houston Astros,High-A East
3712,Fayetteville Woodpeckers,14,A,2021,Houston Astros,Low-A East
450,Daytona Tortugas,14,A,2021,Cincinnati Reds,Low-A Southeast
515,Modesto Nuts,14,A,2021,Seattle Mariners,Low-A West
259,Fresno Grizzlies,14,A,2021,Colorado Rockies,Low-A West
516,Visalia Rawhide,14,A,2021,Arizona Diamondbacks,Low-A West
521,Myrtle Beach Pelicans,14,A,2021,Chicago Cubs,Low-A East
587,Tampa Tarpons,14,A,2021,New York Yankees,Low-A Southeast
524,Stockton Ports,14,A,2021,Oakland Athletics,Low-A West
526,Rancho Cucamonga Quakes,14,A,2021,Los Angeles Dodgers,Low-A West
401,Inland Empire 66ers,14,A,2021,Los Angeles Angels,Low-A West
279,Palm Beach Cardinals,14,A,2021,St. Louis Cardinals,Low-A Southeast
476,San Jose Giants,14,A,2021,San Francisco Giants,Low-A West
478,Augusta GreenJackets,14,A,2021,Atlanta Braves,Low-A East
414,Salem Red Sox,14,A,2021,Boston Red Sox,Low-A East
479,Jupiter Hammerheads,14,A,2021,Miami Marlins,Low-A Southeast
481,Lynchburg Hillcats,14,A,2021,Cleveland Indians,Low-A East
548,Delmarva Shorebirds,14,A,2021,Baltimore Orioles,Low-A East
485,Down East Wood Ducks,14,A,2021,Texas Rangers,Low-A East
487,Kannapolis Cannon Ballers,14,A,2021,Chicago White Sox,Low-A East
103,Lake Elsinore Storm,14,A,2021,San Diego Padres,Low-A West
424,Dunedin Blue Jays,14,A,2021,Toronto Blue Jays,Low-A Southeast
233,Charleston RiverDogs,14,A,2021,Tampa Bay Rays,Low-A East
436,Fredericksburg Nationals,14,A,2021,Washington Nationals,Low-A East
566,Clearwater Threshers,14,A,2021,Philadelphia Phillies,Low-A Southeast
3705,Columbia Fireflies,14,A,2021,Kansas City Royals,Low-A East
249,Carolina Mudcats,14,A,2021,Milwaukee Brewers,Low-A East
570,Lakeland Flying Tigers,14,A,2021,Detroit Tigers,Low-A Southeast
507,St. Lucie Mets,14,A,2021,New York Mets,Low-A Southeast
509,Fort Myers Mighty Mussels,14,A,2021,Minnesota Twins,Low-A Southeast
3390,Bradenton Marauders,14,A,2021,Pittsburgh Pirates,Low-A Southeast
5506,DSL Indians Red,16,Rookie,2021,Cleveland Indians,Dominican Summer League
404,ACL Angels,16,Rookie,2021,Los Angeles Angels,Arizona Complex League
406,ACL Brewers Gold,16,Rookie,2021,Milwaukee Brewers,Arizona Complex League
407,ACL Cubs,16,Rookie,2021,Chicago Cubs,Arizona Complex League
408,ACL Giants Black,16,Rookie,2021,San Francisco Giants,Arizona Complex League
409,ACL Mariners,16,Rookie,2021,Seattle Mariners,Arizona Complex League
410,ACL Padres,16,Rookie,2021,San Diego Padres,Arizona Complex League
411,ACL Rangers,16,Rookie,2021,Texas Rangers,Arizona Complex League
412,ACL Royals Blue,16,Rookie,2021,Kansas City Royals,Arizona Complex League
2097,DSL Cardinals Red,16,Rookie,2021,St. Louis Cardinals,Dominican Summer League
5426,ACL Athletics,16,Rookie,2021,Oakland Athletics,Arizona Complex League
5427,ACL Dodgers,16,Rookie,2021,Los Angeles Dodgers,Arizona Complex League
4404,DSL PIT Gold,16,Rookie,2021,Pittsburgh Pirates,Dominican Summer League
2101,DSL Brewers 2,16,Rookie,2021,Milwaukee Brewers,Dominican Summer League
5430,ACL Brewers Blue,16,Rookie,2021,Milwaukee Brewers,Arizona Complex League
3130,DSL Orioles 2,16,Rookie,2021,Baltimore Orioles,Dominican Summer League
2117,DSL Mets 2,16,Rookie,2021,New York Mets,Dominican Summer League
1991,ACL D-backs,16,Rookie,2021,Arizona Diamondbacks,Arizona Complex League
5578,FCL Orioles Orange,16,Rookie,2021,Baltimore Orioles,Florida Complex League
1994,ACL Rockies,16,Rookie,2021,Colorado Rockies,Arizona Complex League
5579,FCL Pirates Gold,16,Rookie,2021,Pittsburgh Pirates,Florida Complex League
1611,DSL Rays 1,16,Rookie,2021,Tampa Bay Rays,Dominican Summer League
1996,ACL Royals Gold,16,Rookie,2021,Kansas City Royals,Arizona Complex League
1997,ACL White Sox,16,Rookie,2021,Chicago White Sox,Arizona Complex League
1998,FCL Astros,16,Rookie,2021,Houston Astros,Florida Complex League
5071,FCL Tigers West,16,Rookie,2021,Detroit Tigers,Florida Complex League
2128,DSL Royals White,16,Rookie,2021,Kansas City Royals,Dominican Summer League
464,FCL Braves,16,Rookie,2021,Atlanta Braves,Florida Complex League
466,FCL Nationals,16,Rookie,2021,Washington Nationals,Florida Complex League
2131,DSL Colorado,16,Rookie,2021,Colorado Rockies,Dominican Summer League
2003,FCL Rays,16,Rookie,2021,Tampa Bay Rays,Florida Complex League
467,FCL Marlins,16,Rookie,2021,Miami Marlins,Florida Complex League
468,FCL Mets,16,Rookie,2021,New York Mets,Florida Complex League
469,FCL Phillies,16,Rookie,2021,Philadelphia Phillies,Florida Complex League
2134,DSL Giants Black,16,Rookie,2021,San Francisco Giants,Dominican Summer League
470,FCL Pirates Black,16,Rookie,2021,Pittsburgh Pirates,Florida Complex League
599,FCL Orioles Black,16,Rookie,2021,Baltimore Orioles,Florida Complex League
471,FCL Red Sox,16,Rookie,2021,Boston Red Sox,Florida Complex League
600,DSL Angels,16,Rookie,2021,Los Angeles Angels,Dominican Summer League
601,DSL Astros,16,Rookie,2021,Houston Astros,Dominican Summer League
473,FCL Tigers East,16,Rookie,2021,Detroit Tigers,Florida Complex League
1370,FCL Cardinals,16,Rookie,2021,St. Louis Cardinals,Florida Complex League
602,DSL Athletics,16,Rookie,2021,Oakland Athletics,Dominican Summer League
474,FCL Twins,16,Rookie,2021,Minnesota Twins,Florida Complex League
475,FCL Yankees,16,Rookie,2021,New York Yankees,Florida Complex League
604,DSL Blue Jays,16,Rookie,2021,Toronto Blue Jays,Dominican Summer League
5085,DSL Phillies White,16,Rookie,2021,Philadelphia Phillies,Dominican Summer League
605,DSL Braves,16,Rookie,2021,Atlanta Braves,Dominican Summer League
5086,DSL Rays 2,16,Rookie,2021,Tampa Bay Rays,Dominican Summer League
2270,DSL Cubs Red,16,Rookie,2021,Chicago Cubs,Dominican Summer League
5087,DSL D-backs 2,16,Rookie,2021,Arizona Diamondbacks,Dominican Summer League
607,DSL Brewers 1,16,Rookie,2021,Milwaukee Brewers,Dominican Summer League
608,DSL Cardinals Blue,16,Rookie,2021,St. Louis Cardinals,Dominican Summer League
609,DSL Cubs Blue,16,Rookie,2021,Chicago Cubs,Dominican Summer League
610,DSL D-backs 1,16,Rookie,2021,Arizona Diamondbacks,Dominican Summer League
611,DSL LAD Bautista,16,Rookie,2021,Los Angeles Dodgers,Dominican Summer League
612,DSL Dodgers Shoemaker,16,Rookie,2021,Los Angeles Dodgers,Dominican Summer League
3430,ACL Reds,16,Rookie,2021,Cincinnati Reds,Arizona Complex League
615,DSL Giants Orange,16,Rookie,2021,San Francisco Giants,Dominican Summer League
616,DSL Indians Blue,16,Rookie,2021,Cleveland Indians,Dominican Summer League
618,DSL Mariners,16,Rookie,2021,Seattle Mariners,Dominican Summer League
619,DSL Marlins,16,Rookie,2021,Miami Marlins,Dominican Summer League
620,DSL Mets 1,16,Rookie,2021,New York Mets,Dominican Summer League
2413,DSL Rangers 2,16,Rookie,2021,Texas Rangers,Dominican Summer League
621,DSL Orioles 1,16,Rookie,2021,Baltimore Orioles,Dominican Summer League
1390,FCL Blue Jays,16,Rookie,2021,Toronto Blue Jays,Florida Complex League
622,DSL Padres,16,Rookie,2021,San Diego Padres,Dominican Summer League
623,DSL Phillies Red,16,Rookie,2021,Philadelphia Phillies,Dominican Summer League
624,DSL PIT Black,16,Rookie,2021,Pittsburgh Pirates,Dominican Summer League
625,DSL Rangers 1,16,Rookie,2021,Texas Rangers,Dominican Summer League
626,DSL BOS Blue,16,Rookie,2021,Boston Red Sox,Dominican Summer League
627,DSL BOS Red,16,Rookie,2021,Boston Red Sox,Dominican Summer League
628,DSL Reds,16,Rookie,2021,Cincinnati Reds,Dominican Summer League
629,DSL Rockies,16,Rookie,2021,Colorado Rockies,Dominican Summer League
1270,DSL Nationals,16,Rookie,2021,Washington Nationals,Dominican Summer League
630,DSL Royals Blue,16,Rookie,2021,Kansas City Royals,Dominican Summer League
631,DSL Tigers,16,Rookie,2021,Detroit Tigers,Dominican Summer League
632,DSL Twins,16,Rookie,2021,Minnesota Twins,Dominican Summer League
633,DSL White Sox,16,Rookie,2021,Chicago White Sox,Dominican Summer League
5370,ACL Giants Orange,16,Rookie,2021,San Francisco Giants,Arizona Complex League
634,DSL Yankees 1,16,Rookie,2021,New York Yankees,Dominican Summer League
635,DSL Yankees 2,16,Rookie,2021,New York Yankees,Dominican Summer League
5374,ACL Indians,16,Rookie,2021,Cleveland Indians,Arizona Complex League
512,Toledo Mud Hens,11,AAA,2022,Detroit Tigers,International League
1410,Lehigh Valley IronPigs,11,AAA,2022,Philadelphia Phillies,International League
451,Iowa Cubs,11,AAA,2022,Chicago Cubs,International League
2310,Reno Aces,11,AAA,2022,Arizona Diamondbacks,Pacific Coast League
400,Las Vegas Aviators,11,AAA,2022,Oakland Athletics,Pacific Coast League
529,Tacoma Rainiers,11,AAA,2022,Seattle Mariners,Pacific Coast League
531,Scranton/Wilkes-Barre RailRiders,11,AAA,2022,New York Yankees,International League
533,Worcester Red Sox,11,AAA,2022,Boston Red Sox,International League
534,Rochester Red Wings,11,AAA,2022,Washington Nationals,International League
342,Albuquerque Isotopes,11,AAA,2022,Colorado Rockies,Pacific Coast League
541,Omaha Storm Chasers,11,AAA,2022,Kansas City Royals,International League
416,Louisville Bats,11,AAA,2022,Cincinnati Reds,International League
484,Indianapolis Indians,11,AAA,2022,Pittsburgh Pirates,International League
422,Buffalo Bisons,11,AAA,2022,Toronto Blue Jays,International League
102,Round Rock Express,11,AAA,2022,Texas Rangers,Pacific Coast League
4904,El Paso Chihuahuas,11,AAA,2022,San Diego Padres,Pacific Coast League
1960,St. Paul Saints,11,AAA,2022,Minnesota Twins,International League
552,Syracuse Mets,11,AAA,2022,New York Mets,International League
105,Sacramento River Cats,11,AAA,2022,San Francisco Giants,Pacific Coast League
234,Durham Bulls,11,AAA,2022,Tampa Bay Rays,International League
235,Memphis Redbirds,11,AAA,2022,St. Louis Cardinals,International League
556,Nashville Sounds,11,AAA,2022,Milwaukee Brewers,International League
494,Charlotte Knights,11,AAA,2022,Chicago White Sox,International League
238,Oklahoma City Dodgers,11,AAA,2022,Los Angeles Dodgers,Pacific Coast League
431,Gwinnett Stripers,11,AAA,2022,Atlanta Braves,International League
561,Salt Lake Bees,11,AAA,2022,Los Angeles Angels,Pacific Coast League
564,Jacksonville Jumbo Shrimp,11,AAA,2022,Miami Marlins,International League
568,Norfolk Tides,11,AAA,2022,Baltimore Orioles,International League
5434,Sugar Land Space Cowboys,11,AAA,2022,Houston Astros,Pacific Coast League
445,Columbus Clippers,11,AAA,2022,Cleveland Guardians,International League
452,Altoona Curve,12,AA,2022,Pittsburgh Pirates,Eastern League
260,Tulsa Drillers,12,AA,2022,Los Angeles Dodgers,Texas League
1350,Northwest Arkansas Naturals,12,AA,2022,Kansas City Royals,Texas League
522,Reading Fightin Phils,12,AA,2022,Philadelphia Phillies,Eastern League
463,New Hampshire Fisher Cats,12,AA,2022,Toronto Blue Jays,Eastern League
3410,Richmond Flying Squirrels,12,AA,2022,San Francisco Giants,Eastern League
402,Akron RubberDucks,12,AA,2022,Cleveland Guardians,Eastern League
5015,Biloxi Shuckers,12,AA,2022,Milwaukee Brewers,Southern League
538,Hartford Yard Goats,12,AA,2022,Colorado Rockies,Eastern League
4124,Pensacola Blue Wahoos,12,AA,2022,Miami Marlins,Southern League
540,Frisco RoughRiders,12,AA,2022,Texas Rangers,Texas League
546,Portland Sea Dogs,12,AA,2022,Boston Red Sox,Eastern League
482,Corpus Christi Hooks,12,AA,2022,Houston Astros,Texas League
418,Bowie Baysox,12,AA,2022,Baltimore Orioles,Eastern League
547,Harrisburg Senators,12,AA,2022,Washington Nationals,Eastern League
1956,Somerset Patriots,12,AA,2022,New York Yankees,Eastern League
421,Montgomery Biscuits,12,AA,2022,Tampa Bay Rays,Southern League
553,Tennessee Smokies,12,AA,2022,Chicago Cubs,Southern League
106,Erie SeaWolves,12,AA,2022,Detroit Tigers,Eastern League
237,Midland RockHounds,12,AA,2022,Oakland Athletics,Texas League
430,Mississippi Braves,12,AA,2022,Atlanta Braves,Southern League
559,Rocket City Trash Pandas,12,AA,2022,Los Angeles Angels,Southern League
498,Chattanooga Lookouts,12,AA,2022,Cincinnati Reds,Southern League
247,Birmingham Barons,12,AA,2022,Chicago White Sox,Southern League
5368,Amarillo Sod Poodles,12,AA,2022,Arizona Diamondbacks,Texas League
440,Springfield Cardinals,12,AA,2022,St. Louis Cardinals,Texas League
505,Binghamton Rumble Ponies,12,AA,2022,New York Mets,Eastern League
3898,Wichita Wind Surge,12,AA,2022,Minnesota Twins,Texas League
574,Arkansas Travelers,12,AA,2022,Seattle Mariners,Texas League
510,San Antonio Missions,12,AA,2022,San Diego Padres,Texas League
448,Hickory Crawdads,13,High-A,2022,Texas Rangers,South Atlantic League
2498,Bowling Green Hot Rods,13,High-A,2022,Tampa Bay Rays,South Atlantic League
580,Winston-Salem Dash,13,High-A,2022,Chicago White Sox,South Atlantic League
453,Brooklyn Cyclones,13,High-A,2022,New York Mets,South Atlantic League
582,West Michigan Whitecaps,13,High-A,2022,Detroit Tigers,Midwest League
584,Fort Wayne TinCaps,13,High-A,2022,San Diego Padres,Midwest League
456,Great Lakes Loons,13,High-A,2022,Los Angeles Dodgers,Midwest League
459,Dayton Dragons,13,High-A,2022,Cincinnati Reds,Midwest League
460,Tri-City Dust Devils,13,High-A,2022,Los Angeles Angels,Northwest League
461,Eugene Emeralds,13,High-A,2022,San Francisco Giants,Northwest League
403,Everett AquaSox,13,High-A,2022,Seattle Mariners,Northwest League
537,Hudson Valley Renegades,13,High-A,2022,New York Yankees,South Atlantic League
477,Greensboro Grasshoppers,13,High-A,2022,Pittsburgh Pirates,South Atlantic League
419,Hillsboro Hops,13,High-A,2022,Arizona Diamondbacks,Northwest League
550,South Bend Cubs,13,High-A,2022,Chicago Cubs,Midwest League
486,Spokane Indians,13,High-A,2022,Colorado Rockies,Northwest League
488,Aberdeen IronBirds,13,High-A,2022,Baltimore Orioles,South Atlantic League
554,Beloit Sky Carp,13,High-A,2022,Miami Marlins,Midwest League
426,Wilmington Blue Rocks,13,High-A,2022,Washington Nationals,South Atlantic League
427,Jersey Shore BlueClaws,13,High-A,2022,Philadelphia Phillies,South Atlantic League
492,Cedar Rapids Kernels,13,High-A,2022,Minnesota Twins,Midwest League
428,Greenville Drive,13,High-A,2022,Boston Red Sox,South Atlantic League
432,Rome Braves,13,High-A,2022,Atlanta Braves,South Atlantic League
499,Lansing Lugnuts,13,High-A,2022,Oakland Athletics,Midwest League
435,Vancouver Canadians,13,High-A,2022,Toronto Blue Jays,Northwest League
565,Quad Cities River Bandits,13,High-A,2022,Kansas City Royals,Midwest League
437,Lake County Captains,13,High-A,2022,Cleveland Guardians,Midwest League
443,Peoria Chiefs,13,High-A,2022,St. Louis Cardinals,Midwest League
572,Wisconsin Timber Rattlers,13,High-A,2022,Milwaukee Brewers,Midwest League
573,Asheville Tourists,13,High-A,2022,Houston Astros,South Atlantic League
3712,Fayetteville Woodpeckers,14,A,2022,Houston Astros,Carolina League
450,Daytona Tortugas,14,A,2022,Cincinnati Reds,Florida State League
515,Modesto Nuts,14,A,2022,Seattle Mariners,California League
259,Fresno Grizzlies,14,A,2022,Colorado Rockies,California League
516,Visalia Rawhide,14,A,2022,Arizona Diamondbacks,California League
521,Myrtle Beach Pelicans,14,A,2022,Chicago Cubs,Carolina League
587,Tampa Tarpons,14,A,2022,New York Yankees,Florida State League
524,Stockton Ports,14,A,2022,Oakland Athletics,California League
526,Rancho Cucamonga Quakes,14,A,2022,Los Angeles Dodgers,California League
401,Inland Empire 66ers,14,A,2022,Los Angeles Angels,California League
279,Palm Beach Cardinals,14,A,2022,St. Louis Cardinals,Florida State League
476,San Jose Giants,14,A,2022,San Francisco Giants,California League
478,Augusta GreenJackets,14,A,2022,Atlanta Braves,Carolina League
414,Salem Red Sox,14,A,2022,Boston Red Sox,Carolina League
479,Jupiter Hammerheads,14,A,2022,Miami Marlins,Florida State League
481,Lynchburg Hillcats,14,A,2022,Cleveland Guardians,Carolina League
548,Delmarva Shorebirds,14,A,2022,Baltimore Orioles,Carolina League
485,Down East Wood Ducks,14,A,2022,Texas Rangers,Carolina League
487,Kannapolis Cannon Ballers,14,A,2022,Chicago White Sox,Carolina League
103,Lake Elsinore Storm,14,A,2022,San Diego Padres,California League
424,Dunedin Blue Jays,14,A,2022,Toronto Blue Jays,Florida State League
233,Charleston RiverDogs,14,A,2022,Tampa Bay Rays,Carolina League
436,Fredericksburg Nationals,14,A,2022,Washington Nationals,Carolina League
566,Clearwater Threshers,14,A,2022,Philadelphia Phillies,Florida State League
3705,Columbia Fireflies,14,A,2022,Kansas City Royals,Carolina League
249,Carolina Mudcats,14,A,2022,Milwaukee Brewers,Carolina League
570,Lakeland Flying Tigers,14,A,2022,Detroit Tigers,Florida State League
507,St. Lucie Mets,14,A,2022,New York Mets,Florida State League
509,Fort Myers Mighty Mussels,14,A,2022,Minnesota Twins,Florida State League
3390,Bradenton Marauders,14,A,2022,Pittsburgh Pirates,Florida State League
5506,DSL CLE Red,16,Rookie,2022,Cleveland Guardians,Dominican Summer League
5005,DSL HOU Orange,16,Rookie,2022,Houston Astros,Dominican Summer League
404,ACL Angels,16,Rookie,2022,Los Angeles Angels,Arizona Complex League
6038,ACL D-backs Red,16,Rookie,2022,Arizona Diamondbacks,Arizona Complex League
406,ACL Brewers Gold,16,Rookie,2022,Milwaukee Brewers,Arizona Complex League
407,ACL Cubs,16,Rookie,2022,Chicago Cubs,Arizona Complex League
408,ACL Giants Black,16,Rookie,2022,San Francisco Giants,Arizona Complex League
409,ACL Mariners,16,Rookie,2022,Seattle Mariners,Arizona Complex League
410,ACL Padres,16,Rookie,2022,San Diego Padres,Arizona Complex League
411,ACL Rangers,16,Rookie,2022,Texas Rangers,Arizona Complex League
412,ACL Royals,16,Rookie,2022,Kansas City Royals,Arizona Complex League
5426,ACL Athletics,16,Rookie,2022,Oakland Athletics,Arizona Complex League
